
1,177187,181825,PF3D7_0104100.1,OG0007762
1,182205,184820,PF3D7_0104200.1,OG0007742
1,188420,201324,PF3D7_0104300.1,OG0000060
1,201354,204250,PF3D7_0104400.1,OG0003426
1,204368,205612,PF3D7_0104500.1,OG0001883
1,205812,210273,PF3D7_0104600.1,OG0006726
1,210870,213005,PF3D7_0104700.1,OG0000331
1,215143,217616,PF3D7_0104800.1,OG0000331
1,218517,218824,PF3D7_0104900.1,no_tree
1,218894,219223,PF3D7_0105000.1,no_tree
1,220727,221928,PF3D7_0105100.1,OG0004858
1,222086,224501,PF3D7_0105200.1,OG0003717
1,224638,226017,PF3D7_0105300.1,OG0001279
1,226036,227419,PF3D7_0105400.1,OG0006929
1,226036,227419,PF3D7_0105400.2,OG0006929
1,228485,229519,PF3D7_0105500.1,OG0004262
1,229943,234464,PF3D7_0105600.1,OG0001201
1,236742,248183,PF3D7_0105700.1,OG0014796
1,248434,253057,PF3D7_0105800.1,OG0007220
1,253089,255771,PF3D7_0105900.1,OG0002645
1,255113,258624,PF3D7_0106000.1,OG0004537
1,260105,262008,PF3D7_0106100.1,OG0001297
1,262750,264323,PF3D7_0106200.1,OG0006855
1,264487,270234,PF3D7_0106300.1,OG0000059
1,272296,273701,PF3D7_0106400.1,OG0002448
1,274094,278747,PF3D7_0106500.1,OG0006920
1,279115,280014,PF3D7_0106600.1,OG0017340
1,280595,285875,PF3D7_0106700.1,OG0001413
1,286637,289063,PF3D7_0106800.1,OG0000003
1,289849,292802,PF3D7_0106900.1,OG0007125
1,293262,295139,PF3D7_0107000.1,OG0000020
1,295177,296959,PF3D7_0107100.1,OG0005246
1,297189,299513,PF3D7_0107200.1,OG0000151
1,299464,301151,PF3D7_0107300.1,OG0015511
1,302509,304236,PF3D7_0107400.1,OG0004179
1,303437,311928,PF3D7_0107500.1,OG0000530
1,313824,319525,PF3D7_0107600.1,OG0000009
1,320168,321508,PF3D7_0107700.1,OG0008014
1,321757,326180,PF3D7_0107800.1,OG0001542
1,326323,327365,PF3D7_0107900.1,OG0008727
1,328171,329995,PF3D7_0108000.1,OG0001383
1,330597,332834,PF3D7_0108100.1,OG0004424
1,334374,344369,PF3D7_0108300.1,OG0002875
1,344373,347320,PF3D7_0108400.1,OG0000048
1,344373,347320,PF3D7_0108400.2,OG0000048
1,347246,350568,PF3D7_0108500.1,OG0008506
1,348892,351747,PF3D7_0108600.1,OG0005358
1,351787,356984,PF3D7_0108700.1,OG0008206
1,357279,360804,PF3D7_0108800.1,OG0006001
1,361987,362586,PF3D7_0108900.1,no_tree
1,362217,365209,PF3D7_0109000.1,OG0005244
1,365266,369336,PF3D7_0109100.1,OG0001821
1,369251,370907,PF3D7_0109200.1,OG0002879
1,371146,373063,PF3D7_0109300.1,OG0000211
1,373864,375683,PF3D7_0109400.1,OG0002244
1,376164,377704,PF3D7_0109500.1,OG0000441
1,377795,378599,PF3D7_0109600.1,OG0000624
1,378653,380086,PF3D7_0109700.1,OG0002042
1,380254,382568,PF3D7_0109800.1,OG0001440
1,383092,386632,PF3D7_0109850.1,OG0002034
1,386708,388186,PF3D7_0109950.1,OG0004539
1,388192,389559,PF3D7_0110000.1,OG0008443
1,388887,392185,PF3D7_0110100.1,OG0002340
1,392323,393620,PF3D7_0110200.1,OG0001522
1,393216,393490,PF3D7_0110300.1,no_tree
1,393695,395222,PF3D7_0110400.1,OG0001820
1,396580,403838,PF3D7_0110500.1,OG0005266
1,405007,412453,PF3D7_0110600.1,OG0000133
1,413076,417001,PF3D7_0110700.1,OG0000206
1,417254,420218,PF3D7_0110800.1,OG0001841
1,419727,420942,PF3D7_0110900.1,OG0001830
1,421025,428878,PF3D7_0111000.1,OG0000001
1,429849,430879,PF3D7_0111200.1,OG0005129
1,431167,436457,PF3D7_0111300.1,OG0000349
1,436179,439368,PF3D7_0111400.1,OG0005994
1,439395,442195,PF3D7_0111500.1,OG0000665
1,442380,443473,PF3D7_0111600.1,OG0007624
1,443476,444682,PF3D7_0111700.1,OG0005579
1,444710,449954,PF3D7_0111800.1,OG0000176
1,449966,450646,PF3D7_0111900.1,OG0003617
1,450831,453195,PF3D7_0112000.1,OG0000515
1,454847,455338,PF3D7_0112100.1,OG0008158
1,463764,471891,PF3D7_0112200.1,OG0000019
1,473739,475887,PF3D7_0112300.1,no_tree
1,476287,476428,PF3D7_0112500.1,no_tree
1,477279,481382,PF3D7_0112700.1,no_tree
1,481231,483218,PF3D7_0112800.1,OG0003734
1,483603,487841,PF3D7_0112900.1,OG0020319
1,487239,490901,PF3D7_0113000.1,OG0020320
1,494941,500347,PF3D7_0113100.1,OG0002744
1,500888,503795,PF3D7_0113200.1,OG0018618
1,504339,507459,PF3D7_0113300.1,OG0018619
1,507977,510158,PF3D7_0113400.1,OG0018620
1,512086,517855,PF3D7_0113600.1,no_tree
1,519766,523106,PF3D7_0113700.1,OG0000004
1,526530,536562,PF3D7_0113800.1,OG0018621
1,536783,538156,PF3D7_0113900.1,OG0020321
1,541805,547544,PF3D7_0114000.1,OG0006949
1,547245,548669,PF3D7_0114100.1,OG0004656
1,550576,551713,PF3D7_0114200.1,OG0008942
1,552640,553797,PF3D7_0114300.1,no_tree
1,554057,555439,PF3D7_0114400.1,no_tree
1,557700,558946,PF3D7_0114500.1,OG0009144
1,560474,561534,PF3D7_0114600.1,no_tree
1,563703,564842,PF3D7_0114700.1,OG0005616
1,566515,566691,PF3D7_0114750.1,OG0003438
1,569485,570272,PF3D7_0114800.1,OG0010745
1,572135,572853,PF3D7_0114900.1,no_tree
1,577704,583789,PF3D7_0115000.1,OG0002744
1,584722,584867,PF3D7_0115050.1,no_tree
1,587391,588394,PF3D7_0115100.1,OG0015516
1,589386,589994,PF3D7_0115150.1,no_tree
1,591849,593187,PF3D7_0115200.1,OG0001643
1,595102,596273,PF3D7_0115300.1,OG0005616
1,598465,599472,PF3D7_0115400.1,OG0003906
1,600692,601992,PF3D7_0115500.1,no_tree
1,604162,605531,PF3D7_0115600.1,OG0001643
1,607390,614893,PF3D7_0115700.1,OG0001919
2,25232,31168,PF3D7_0200100.1,OG0001919
2,33030,34259,PF3D7_0200200.1,OG0001643
2,35927,37249,PF3D7_0200300.1,OG0012354
2,38287,39303,PF3D7_0200400.1,OG0003906
2,41515,42858,PF3D7_0200500.1,OG0001643
2,45286,46558,PF3D7_0200600.1,OG0001643
2,48923,50147,PF3D7_0200700.1,OG0001027
2,51842,53055,PF3D7_0200800.1,no_tree
2,54254,55255,PF3D7_0200900.1,no_tree
2,57344,58421,PF3D7_0201000.1,OG0005616
2,60107,60319,PF3D7_0201100.1,OG0003438
2,63157,64376,PF3D7_0201200.1,OG0006955
2,66529,67545,PF3D7_0201300.1,OG0003906
2,69088,69771,PF3D7_0201400.1,OG0009144
2,72155,76714,PF3D7_0201500.1,OG0026386
2,76725,79448,PF3D7_0201600.1,OG0015512
2,80851,84937,PF3D7_0201700.1,OG0030155
2,86183,89482,PF3D7_0201800.1,OG0000004
2,90205,100157,PF3D7_0201900.1,OG0034592
2,102137,106662,PF3D7_0202000.1,OG0006746
2,108217,111658,PF3D7_0202100.1,OG0001956
2,111818,115064,PF3D7_0202200.1,OG0022814
2,117033,118455,PF3D7_0202300.1,OG0003734
2,118835,125090,PF3D7_0202400.1,OG0010128
2,127203,129089,PF3D7_0202500.1,OG0001264
2,129336,134329,PF3D7_0202600.1,OG0006907
2,129336,134329,PF3D7_0202600.2,OG0006907
2,134779,137615,PF3D7_0202700.1,OG0001335
2,137155,141252,PF3D7_0202800.1,OG0008458
2,138621,141266,PF3D7_0202900.1,OG0000012
2,141269,148515,PF3D7_0203000.1,OG0008729
2,148914,157296,PF3D7_0203100.1,OG0000033
2,157937,159891,PF3D7_0203200.1,OG0005045
2,160393,161450,PF3D7_0203300.1,OG0002119
2,161491,163864,PF3D7_0203400.1,OG0005710
2,164269,164340,PF3D7_0203500.1,no_tree
2,165912,168559,PF3D7_0203600.1,OG0007168
2,168580,170767,PF3D7_0203700.1,OG0001601
2,171277,175196,PF3D7_0203800.1,OG0003578
2,176370,178737,PF3D7_0203900.1,OG0002189
2,178955,181941,PF3D7_0204000.1,OG0007605
2,181749,189877,PF3D7_0204100.1,OG0003657
2,192755,194248,PF3D7_0204200.1,OG0006554
2,194272,197151,PF3D7_0204300.1,OG0008084
2,197153,198043,PF3D7_0204400.1,OG0000135
2,198353,199613,PF3D7_0204500.1,OG0000796
2,199889,204454,PF3D7_0204600.1,OG0004523
2,204784,207425,PF3D7_0204700.1,OG0000036
2,209149,211029,PF3D7_0204800.1,OG0001070
2,211067,212635,PF3D7_0204900.1,OG0001762
2,212672,214714,PF3D7_0205000.1,OG0010441
2,214838,217843,PF3D7_0205100.1,OG0008750
2,217882,218907,PF3D7_0205200.1,OG0001159
2,219690,222256,PF3D7_0205300.1,OG0008064
2,222830,225455,PF3D7_0205400.1,OG0001329
2,225212,226438,PF3D7_0205500.1,OG0001944
2,227756,230583,PF3D7_0205600.1,OG0005613
2,230768,232631,PF3D7_0205700.1,OG0006935
2,230768,232631,PF3D7_0205700.2,OG0006935
2,232642,233918,PF3D7_0205800.1,OG0001017
2,234461,239124,PF3D7_0205900.1,OG0001280
2,239146,244604,PF3D7_0206000.1,OG0000293
2,244645,248513,PF3D7_0206100.1,OG0003985
2,248880,251521,PF3D7_0206200.1,OG0000750
2,252394,262443,PF3D7_0206300.1,no_tree
2,262727,268003,PF3D7_0206500.1,OG0008235
2,268187,270646,PF3D7_0206600.1,OG0000223
2,271374,274711,PF3D7_0206700.1,OG0002816
2,271576,274917,PF3D7_0206800.1,OG0017341
2,274946,276712,PF3D7_0206900.1,OG0003903
2,274946,276712,PF3D7_0206900.2,OG0003903
2,276725,279258,PF3D7_0207000.1,OG0003903
2,281275,287696,PF3D7_0207100.1,OG0007406
2,287423,288941,PF3D7_0207200.1,OG0000416
2,290168,292703,PF3D7_0207300.1,OG0006567
2,293896,297980,PF3D7_0207400.1,OG0000730
2,298380,302820,PF3D7_0207500.1,OG0000730
2,303409,307376,PF3D7_0207600.1,OG0000730
2,308628,312348,PF3D7_0207700.1,OG0000730
2,312990,316944,PF3D7_0207800.1,OG0000730
2,317422,321552,PF3D7_0207900.1,OG0000730
2,322329,326390,PF3D7_0208000.1,OG0000730
2,327442,335433,PF3D7_0208100.1,OG0002052
2,335421,337000,PF3D7_0208200.1,OG0001420
2,337310,343223,PF3D7_0208300.1,OG0007709
2,342081,351139,PF3D7_0208400.1,OG0008082
2,351650,354043,PF3D7_0208500.1,OG0000819
2,354341,356448,PF3D7_0208600.1,OG0008083
2,356196,358035,PF3D7_0208700.1,OG0005377
2,358084,360086,PF3D7_0208800.1,OG0007145
2,360828,368354,PF3D7_0208900.1,OG0008236
2,369351,380156,PF3D7_0209000.1,OG0008518
2,380935,384245,PF3D7_0209100.1,OG0002552
2,384529,386885,PF3D7_0209200.1,OG0000379
2,386930,388236,PF3D7_0209300.1,OG0003520
2,388216,391107,PF3D7_0209400.1,OG0002132
2,391238,392887,PF3D7_0209500.1,OG0007732
2,393969,399286,PF3D7_0209600.1,OG0003832
2,400078,402755,PF3D7_0209700.1,OG0002512
2,403095,406706,PF3D7_0209800.1,OG0000064
2,407900,408438,PF3D7_0209900.1,no_tree
2,409983,411199,PF3D7_0210000.1,OG0001799
2,411419,412963,PF3D7_0210100.1,OG0001046
2,411419,412963,PF3D7_0210100.2,OG0001046
2,412948,421861,PF3D7_0210200.1,OG0004259
2,422574,425116,PF3D7_0210300.1,OG0000628
2,425599,427108,PF3D7_0210400.1,OG0003003
2,427161,431611,PF3D7_0210500.1,OG0006947
2,431716,434231,PF3D7_0210600.1,OG0003516
2,435985,437173,PF3D7_0210700.1,OG0000976
2,437342,439708,PF3D7_0210800.1,OG0008073
2,441381,443570,PF3D7_0210900.1,OG0008074
2,443824,444608,PF3D7_0211000.1,no_tree
2,451526,455367,PF3D7_0211100.1,OG0008150
2,455265,456900,PF3D7_0211200.1,OG0000003
2,456907,458616,PF3D7_0211300.1,OG0002186
2,458932,461640,PF3D7_0211400.1,OG0003823
2,463147,467352,PF3D7_0211500.1,OG0000643
2,467682,468518,PF3D7_0211600.1,OG0002032
2,469408,474167,PF3D7_0211700.1,OG0000006
2,475109,477618,PF3D7_0211800.1,OG0000629
2,477189,479816,PF3D7_0211900.1,OG0005986
2,479683,481854,PF3D7_0212000.1,OG0000532
2,483322,489702,PF3D7_0212100.1,OG0008166
2,489203,491256,PF3D7_0212200.1,OG0000677
2,491640,495105,PF3D7_0212300.1,OG0001048
2,494337,507898,PF3D7_0212400.1,OG0007937
2,508665,521769,PF3D7_0212500.1,OG0007938
2,522339,524405,PF3D7_0212600.1,OG0006124
2,524470,526067,PF3D7_0212700.1,OG0006430
2,526387,531923,PF3D7_0212800.1,OG0008944
2,532001,534657,PF3D7_0212900.1,OG0002217
2,534659,536945,PF3D7_0213000.1,OG0005159
2,537390,540199,PF3D7_0213100.1,OG0000004
2,539809,541065,PF3D7_0213200.1,OG0004346
2,541071,542094,PF3D7_0213300.1,OG0006551
2,540403,543807,PF3D7_0213400.1,OG0000000
2,543700,546217,PF3D7_0213500.1,OG0000058
2,546482,555294,PF3D7_0213600.1,OG0007386
2,556774,558250,PF3D7_0213700.1,OG0002848
2,558585,560594,PF3D7_0213800.1,OG0005971
2,560872,565395,PF3D7_0213900.1,OG0006421
2,565669,568518,PF3D7_0214000.1,OG0000041
2,568246,573893,PF3D7_0214100.1,OG0001371
2,574898,576521,PF3D7_0214200.1,OG0001945
2,577433,586702,PF3D7_0214300.1,OG0018653
2,586717,589640,PF3D7_0214400.1,OG0004037
2,590110,591752,PF3D7_0214500.1,OG0007627
2,593374,600035,PF3D7_0214600.1,OG0004959
2,599425,601740,PF3D7_0214700.1,OG0006927
2,603261,609873,PF3D7_0214800.1,OG0007166
2,609924,616306,PF3D7_0214900.1,OG0004843
2,615813,621692,PF3D7_0215000.1,OG0000065
2,622029,624953,PF3D7_0215100.1,OG0000072
2,625082,627710,PF3D7_0215200.1,OG0006559
2,628091,632681,PF3D7_0215300.1,OG0000065
2,634417,639395,PF3D7_0215400.1,OG0004835
2,639847,643411,PF3D7_0215500.1,OG0004950
2,642807,644902,PF3D7_0215600.1,OG0008519
2,645368,650460,PF3D7_0215700.1,OG0000204
2,650472,653693,PF3D7_0215800.1,OG0005228
2,654918,656840,PF3D7_0215900.1,OG0000012
2,657770,664734,PF3D7_0216000.1,OG0000021
2,664805,668532,PF3D7_0216100.1,OG0008735
2,668745,670058,PF3D7_0216200.1,OG0008520
2,670210,675095,PF3D7_0216300.1,OG0007148
2,675368,678010,PF3D7_0216400.1,OG0000403
2,678050,685025,PF3D7_0216500.1,OG0008088
2,685475,689382,PF3D7_0216600.1,OG0000214
2,689543,695989,PF3D7_0216700.1,OG0006938
2,689543,695989,PF3D7_0216700.2,OG0006938
2,695848,699564,PF3D7_0216800.1,OG0003560
2,701245,702894,PF3D7_0216900.1,OG0007648
2,703060,706862,PF3D7_0217000.1,OG0007716
2,707101,709839,PF3D7_0217100.1,OG0001364
2,709474,715607,PF3D7_0217200.1,OG0006930
2,715609,716549,PF3D7_0217300.1,OG0000155
2,717227,719177,PF3D7_0217400.1,OG0004348
2,719266,723617,PF3D7_0217500.1,OG0000000
2,723183,730639,PF3D7_0217600.1,OG0007532
2,731101,733231,PF3D7_0217700.1,OG0002820
2,733477,734855,PF3D7_0217800.1,OG0000841
2,734887,738046,PF3D7_0217900.1,OG0007531
2,738216,740285,PF3D7_0218000.1,OG0000138
2,740884,742775,PF3D7_0218100.1,OG0004952
2,742842,746913,PF3D7_0218200.1,OG0010440
2,747303,749586,PF3D7_0218300.1,OG0007208
2,749749,751772,PF3D7_0218400.1,OG0000023
2,752461,754956,PF3D7_0218500.1,OG0000635
2,755057,763428,PF3D7_0218600.1,OG0002824
2,762841,765517,PF3D7_0218700.1,OG0001831
2,766390,767015,PF3D7_0218800.1,no_tree
2,767584,767743,PF3D7_0218900.1,no_tree
2,767977,768058,PF3D7_0219000.1,no_tree
2,769194,771126,PF3D7_0219100.1,OG0001123
2,771928,773349,PF3D7_0219200.1,OG0001918
2,773171,774191,PF3D7_0219300.1,OG0007981
2,774447,776838,PF3D7_0219400.1,OG0003353
2,776418,778478,PF3D7_0219500.1,OG0000452
2,778816,782444,PF3D7_0219600.1,OG0000349
2,783271,784917,PF3D7_0219700.1,OG0008521
2,786298,790454,PF3D7_0219800.1,OG0020322
2,790390,792432,PF3D7_0219900.1,OG0009354
2,794978,801981,PF3D7_0220000.1,OG0011081
2,803384,807811,PF3D7_0220100.1,OG0000751
2,809073,812695,PF3D7_0220200.1,OG0022830
2,812892,815853,PF3D7_0220300.1,OG0022859
2,820429,822541,PF3D7_0220400.1,no_tree
2,823293,825588,PF3D7_0220500.1,OG0016395
2,830123,833035,PF3D7_0220600.1,OG0034620
2,833056,834963,PF3D7_0220700.1,OG0034621
2,838594,844668,PF3D7_0220800.1,OG0002065
2,845600,846375,PF3D7_0220900.1,no_tree
2,848092,849119,PF3D7_0221000.1,OG0014075
2,851052,851962,PF3D7_0221100.1,no_tree
2,853607,856315,PF3D7_0221200.1,OG0034622
2,857567,858675,PF3D7_0221300.1,no_tree
2,860466,861504,PF3D7_0221400.1,OG0034623
2,863079,863842,PF3D7_0221500.1,no_tree
2,865916,866538,PF3D7_0221600.1,no_tree
2,866843,867511,PF3D7_0221650.1,no_tree
2,868884,871778,PF3D7_0221700.1,OG0016395
2,871835,873795,PF3D7_0221800.1,OG0034624
2,873917,875178,PF3D7_0221900.1,no_tree
2,876984,877832,PF3D7_0222000.1,OG0006949
2,878211,879540,PF3D7_0222100.1,OG0004656
2,881469,882267,PF3D7_0222200.1,OG0008942
2,883452,884312,PF3D7_0222300.1,no_tree
2,886625,887802,PF3D7_0222400.1,no_tree
2,889660,890745,PF3D7_0222500.1,OG0005616
2,892856,894206,PF3D7_0222600.1,OG0001643
2,896226,897420,PF3D7_0222700.1,OG0005616
2,899430,900445,PF3D7_0222800.1,OG0003906
2,901494,902853,PF3D7_0222900.1,no_tree
2,904551,905775,PF3D7_0223100.1,OG0001027
2,907678,908861,PF3D7_0223200.1,OG0005616
2,909350,911054,PF3D7_0223300.1,OG0018673
2,913244,914457,PF3D7_0223400.1,OG0001027
2,916352,923648,PF3D7_0223500.1,OG0001919
3,36965,44482,PF3D7_0300100.1,OG0001919
3,46369,47579,PF3D7_0300200.1,OG0001027
3,49772,51152,PF3D7_0300300.1,no_tree
3,52280,53273,PF3D7_0300400.1,OG0003906
3,55390,56584,PF3D7_0300500.1,OG0005616
3,58307,58519,PF3D7_0300600.1,OG0003438
3,61445,62714,PF3D7_0300700.1,OG0001643
3,64572,65783,PF3D7_0300800.1,OG0001643
3,67870,68761,PF3D7_0300900.1,no_tree
3,69460,71919,PF3D7_0301000.1,OG0000065
3,76494,77474,PF3D7_0301100.1,OG0018655
3,78154,81283,PF3D7_0301200.1,OG0000547
3,81939,84290,PF3D7_0301300.1,OG0001155
3,85289,86678,PF3D7_0301400.1,OG0018654
3,87480,90921,PF3D7_0301500.1,OG0011461
3,91001,94089,PF3D7_0301600.1,OG0022835
3,95216,99115,PF3D7_0301700.1,OG0011087
3,103118,105748,PF3D7_0301800.1,OG0008945
3,105433,107500,PF3D7_0301900.1,OG0004453
3,107622,110309,PF3D7_0302000.1,OG0001481
3,112158,118863,PF3D7_0302100.1,OG0000712
3,119098,124924,PF3D7_0302200.1,OG0002065
3,125687,130112,PF3D7_0302300.1,no_tree
3,132332,133502,PF3D7_0302400.1,no_tree
3,134486,141185,PF3D7_0302500.1,OG0002065
3,141335,146155,PF3D7_0302600.1,OG0008087
3,146052,147270,PF3D7_0302700.1,OG0001659
3,147724,150348,PF3D7_0302800.1,OG0004627
3,151935,158150,PF3D7_0302900.1,OG0000865
3,159315,161740,PF3D7_0303000.1,OG0000776
3,161748,168348,PF3D7_0303100.1,OG0001914
3,168679,174837,PF3D7_0303200.1,OG0000993
3,174382,176798,PF3D7_0303300.1,OG0001218
3,177446,181753,PF3D7_0303400.1,OG0003783
3,182267,189424,PF3D7_0303500.1,OG0004419
3,189682,190816,PF3D7_0303600.1,OG0005599
3,191168,193072,PF3D7_0303700.1,OG0000156
3,193499,196492,PF3D7_0303800.1,OG0000106
3,196570,197601,PF3D7_0303900.1,OG0006117
3,198542,201584,PF3D7_0304000.1,OG0002899
3,203251,206328,PF3D7_0304100.1,OG0005495
3,206611,208959,PF3D7_0304200.1,OG0000622
3,211970,217021,PF3D7_0304300.1,OG0007649
3,217059,218992,PF3D7_0304400.1,OG0001074
3,218780,220345,PF3D7_0304500.1,OG0000295
3,221112,223145,PF3D7_0304600.1,OG0006738
3,224160,225793,PF3D7_0304700.1,OG0016369
3,226915,231648,PF3D7_0304800.1,OG0007103
3,231447,232745,PF3D7_0304900.1,OG0006140
3,233621,235461,PF3D7_0305000.1,OG0001505
3,236334,248270,PF3D7_0305100.1,OG0007408
3,250163,255153,PF3D7_0305200.1,OG0007228
3,255187,259495,PF3D7_0305300.1,OG0003981
3,259959,261372,PF3D7_0305400.1,OG0004724
3,261400,274210,PF3D7_0305500.1,OG0002546
3,274618,277999,PF3D7_0305600.1,OG0000427
3,278771,280588,PF3D7_0305700.1,OG0001976
3,281916,285260,PF3D7_0305800.1,OG0001178
3,285291,286154,PF3D7_0305900.1,OG0009833
3,286241,287345,PF3D7_0306000.1,OG0004113
3,287946,291323,PF3D7_0306100.1,OG0006130
3,291924,295013,PF3D7_0306200.1,OG0002823
3,294566,297773,PF3D7_0306300.1,OG0000345
3,297490,300880,PF3D7_0306400.1,OG0001479
3,300489,302223,PF3D7_0306500.1,OG0004123
3,302501,303423,PF3D7_0306600.1,OG0005369
3,303434,305619,PF3D7_0306700.1,OG0007362
3,305320,308017,PF3D7_0306800.1,OG0000041
3,309572,312482,PF3D7_0306900.1,OG0000844
3,311223,311382,PF3D7_0307000.1,no_tree
3,312534,313923,PF3D7_0307100.1,OG0001219
3,314714,316835,PF3D7_0307200.1,OG0000516
3,318804,320336,PF3D7_0307300.1,OG0000790
3,320628,322215,PF3D7_0307400.1,OG0000668
3,322589,325397,PF3D7_0307500.1,OG0005707
3,325654,328649,PF3D7_0307600.1,OG0007396
3,328477,336120,PF3D7_0307700.1,OG0006161
3,336191,339907,PF3D7_0307800.1,OG0005464
3,339591,352137,PF3D7_0307900.1,OG0001072
3,353058,355573,PF3D7_0308000.1,OG0001402
3,355867,361936,PF3D7_0308100.1,OG0004427
3,361623,365130,PF3D7_0308200.1,OG0000041
3,365177,366948,PF3D7_0308300.1,OG0009840
3,368572,368690,PF3D7_0308400.1,no_tree
3,369925,371806,PF3D7_0308500.1,OG0003990
3,371933,374911,PF3D7_0308600.1,OG0001362
3,375388,377772,PF3D7_0308700.1,OG0004855
3,377774,378857,PF3D7_0308800.1,OG0005043
3,378896,383721,PF3D7_0308900.1,OG0001406
3,383878,387313,PF3D7_0309000.1,OG0000050
3,386977,388538,PF3D7_0309100.1,OG0007142
3,388943,396419,PF3D7_0309200.1,OG0000002
3,397397,401232,PF3D7_0309300.1,OG0001363
3,401458,401576,PF3D7_0309400.1,no_tree
3,401933,405904,PF3D7_0309500.1,OG0001612
3,406534,408869,PF3D7_0309600.1,OG0000578
3,409102,410928,PF3D7_0309700.1,OG0002499
3,411588,414117,PF3D7_0309800.1,OG0000739
3,414206,419975,PF3D7_0309900.1,OG0008522
3,420417,421877,PF3D7_0310000.1,OG0006408
3,422379,424680,PF3D7_0310100.1,OG0000000
3,426151,441005,PF3D7_0310200.1,OG0006585
3,441760,447410,PF3D7_0310300.1,OG0007671
3,447468,451552,PF3D7_0310400.1,OG0005360
3,451792,459726,PF3D7_0310500.1,OG0000032
3,460848,462532,PF3D7_0310600.1,OG0004515
3,462750,464274,PF3D7_0310700.1,OG0001968
3,464662,465196,PF3D7_0310800.1,OG0008225
3,465745,468557,PF3D7_0310900.1,OG0007720
3,469287,470118,PF3D7_0311000.1,OG0008523
3,470535,473737,PF3D7_0311100.1,OG0001977
3,473860,479395,PF3D7_0311200.1,OG0007204
3,479460,485830,PF3D7_0311300.1,OG0000869
3,487853,496510,PF3D7_0311400.1,OG0002847
3,496787,498268,PF3D7_0311500.1,OG0001288
3,499117,502677,PF3D7_0311600.1,OG0006266
3,502698,505935,PF3D7_0311700.1,OG0000088
3,506275,509040,PF3D7_0311800.1,OG0003963
3,509155,512024,PF3D7_0311900.1,OG0006945
3,511923,513009,PF3D7_0312000.1,OG0005018
3,513105,516915,PF3D7_0312100.1,OG0001256
3,516480,520555,PF3D7_0312200.1,OG0003901
3,521939,523113,PF3D7_0312300.1,OG0001846
3,523023,528087,PF3D7_0312400.1,OG0000272
3,528316,531025,PF3D7_0312500.1,OG0007470
3,531213,531289,PF3D7_0312600.1,no_tree
3,531898,531973,PF3D7_0312700.1,no_tree
3,533606,535480,PF3D7_0312800.1,OG0000853
3,535938,537274,PF3D7_0312900.1,OG0015513
3,537355,538827,PF3D7_0313000.1,OG0008146
3,539192,543133,PF3D7_0313100.1,OG0001025
3,543010,543942,PF3D7_0313200.1,OG0004854
3,544055,545227,PF3D7_0313300.1,OG0004110
3,545589,548500,PF3D7_0313400.1,OG0007745
3,548576,551854,PF3D7_0313500.1,OG0006583
3,551348,554770,PF3D7_0313600.1,OG0008027
3,555035,558825,PF3D7_0313700.1,OG0004546
3,559025,563280,PF3D7_0313800.1,OG0008028
3,562366,565656,PF3D7_0313900.1,OG0008029
3,567002,569084,PF3D7_0314000.1,OG0002309
3,568936,571598,PF3D7_0314100.1,OG0006134
3,568936,571598,PF3D7_0314100.2,OG0006134
3,572134,576853,PF3D7_0314200.1,OG0008005
